Domain,Area,Element,Item,Year,Unit,Value
Crops and livestock products,Brazil,Production,"Mangoes, mangosteens, guavas",2020,tonnes,2135304
Crops and livestock products,Brazil,Production,"Margarine, short",2010,tonnes,510300
Crops and livestock products,Brazil,Production,"Margarine, short",2011,tonnes,513600
Crops and livestock products,Brazil,Production,"Margarine, short",2012,tonnes,522100
Crops and livestock products,Brazil,Production,"Margarine, short",2013,tonnes,531500
Crops and livestock products,Brazil,Production,"Margarine, short",2014,tonnes,536000
Crops and livestock products,Brazil,Production,"Margarine, short",2015,tonnes,620435
Crops and livestock products,Brazil,Production,"Margarine, short",2016,tonnes,616517
Crops and livestock products,Brazil,Production,"Margarine, short",2017,tonnes,901745
Crops and livestock products,Brazil,Production,"Margarine, short",2018,tonnes,983539
Crops and livestock products,Brazil,Production,"Margarine, short",2019,tonnes,821555
Crops and livestock products,Brazil,Area harvested,Mat?,2010,ha,68183
Crops and livestock products,Brazil,Area harvested,Mat?,2011,ha,71185
Crops and livestock products,Brazil,Area harvested,Mat?,2012,ha,76347
Crops and livestock products,Brazil,Area harvested,Mat?,2013,ha,67397
Crops and livestock products,Brazil,Area harvested,Mat?,2014,ha,70835
Crops and livestock products,Brazil,Area harvested,Mat?,2015,ha,70650
Crops and livestock products,Brazil,Area harvested,Mat?,2016,ha,74943
Crops and livestock products,Brazil,Area harvested,Mat?,2017,ha,75799
Crops and livestock products,Brazil,Area harvested,Mat?,2018,ha,65667
Crops and livestock products,Brazil,Area harvested,Mat?,2019,ha,65601
Crops and livestock products,Brazil,Area harvested,Mat?,2020,ha,69047
Crops and livestock products,Brazil,Yield,Mat?,2010,hg/ha,63110
Crops and livestock products,Brazil,Yield,Mat?,2011,hg/ha,62321
Crops and livestock products,Brazil,Yield,Mat?,2012,hg/ha,67227
Crops and livestock products,Brazil,Yield,Mat?,2013,hg/ha,76480
Crops and livestock products,Brazil,Yield,Mat?,2014,hg/ha,85065
Crops and livestock products,Brazil,Yield,Mat?,2015,hg/ha,85340
Crops and livestock products,Brazil,Yield,Mat?,2016,hg/ha,84138
Crops and livestock products,Brazil,Yield,Mat?,2017,hg/ha,81765
Crops and livestock products,Brazil,Yield,Mat?,2018,hg/ha,77657
Crops and livestock products,Brazil,Yield,Mat?,2019,hg/ha,79611
Crops and livestock products,Brazil,Yield,Mat?,2020,hg/ha,76404
Crops and livestock products,Brazil,Production,Mat?,2010,tonnes,430305
Crops and livestock products,Brazil,Production,Mat?,2011,tonnes,443635
Crops and livestock products,Brazil,Production,Mat?,2012,tonnes,513256
Crops and livestock products,Brazil,Production,Mat?,2013,tonnes,515451
Crops and livestock products,Brazil,Production,Mat?,2014,tonnes,602559
Crops and livestock products,Brazil,Production,Mat?,2015,tonnes,602929
Crops and livestock products,Brazil,Production,Mat?,2016,tonnes,630556
Crops and livestock products,Brazil,Production,Mat?,2017,tonnes,619771
Crops and livestock products,Brazil,Production,Mat?,2018,tonnes,509949
Crops and livestock products,Brazil,Production,Mat?,2019,tonnes,522259
Crops and livestock products,Brazil,Production,Mat?,2020,tonnes,527546
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2010,hg/An,2313
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2011,hg/An,2309
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2012,hg/An,2315
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2013,hg/An,2326
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2014,hg/An,2408
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2015,hg/An,2457
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2016,hg/An,2469
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2017,hg/An,3094
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2018,hg/An,3090
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2019,hg/An,3144
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, cattle",2020,hg/An,3379
Crops and livestock products,Brazil,Production,"Meat, cattle",2010,tonnes,9115000
Crops and livestock products,Brazil,Production,"Meat, cattle",2011,tonnes,9030000
Crops and livestock products,Brazil,Production,"Meat, cattle",2012,tonnes,9307000
Crops and livestock products,Brazil,Production,"Meat, cattle",2013,tonnes,9675000
Crops and livestock products,Brazil,Production,"Meat, cattle",2014,tonnes,9723000
Crops and livestock products,Brazil,Production,"Meat, cattle",2015,tonnes,9425000
Crops and livestock products,Brazil,Production,"Meat, cattle",2016,tonnes,9284000
Crops and livestock products,Brazil,Production,"Meat, cattle",2017,tonnes,9550000
Crops and livestock products,Brazil,Production,"Meat, cattle",2018,tonnes,9900000
Crops and livestock products,Brazil,Production,"Meat, cattle",2019,tonnes,10200000
Crops and livestock products,Brazil,Production,"Meat, cattle",2020,tonnes,10100000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2010,Head,39400000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2011,Head,39100000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2012,Head,40205000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2013,Head,41590000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2014,Head,40385000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2015,Head,38365000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2016,Head,37595000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2017,Head,30866663
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2018,Head,32042688
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2019,Head,32445850
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, cattle",2020,Head,29887036
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2010,0.1g/An,21435
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2011,0.1g/An,21601
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2012,0.1g/An,21998
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2013,0.1g/An,22182
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2014,0.1g/An,22750
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2015,0.1g/An,22686
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2016,0.1g/An,22584
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2017,0.1g/An,23289
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2018,0.1g/An,23711
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2019,0.1g/An,23283
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, chicken",2020,0.1g/An,22955
Crops and livestock products,Brazil,Production,"Meat, chicken",2010,tonnes,10692556
Crops and livestock products,Brazil,Production,"Meat, chicken",2011,tonnes,11421730
Crops and livestock products,Brazil,Production,"Meat, chicken",2012,tonnes,11534972
Crops and livestock products,Brazil,Production,"Meat, chicken",2013,tonnes,11964353
Crops and livestock products,Brazil,Production,"Meat, chicken",2014,tonnes,12504387
Crops and livestock products,Brazil,Production,"Meat, chicken",2015,tonnes,13149202
Crops and livestock products,Brazil,Production,"Meat, chicken",2016,tonnes,13234959
Crops and livestock products,Brazil,Production,"Meat, chicken",2017,tonnes,13607352
Crops and livestock products,Brazil,Production,"Meat, chicken",2018,tonnes,13511750
Crops and livestock products,Brazil,Production,"Meat, chicken",2019,tonnes,13516525
Crops and livestock products,Brazil,Production,"Meat, chicken",2020,tonnes,13787480
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2010,1000 Head,4988321
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2011,1000 Head,5287702
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2012,1000 Head,5243578
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2013,1000 Head,5393754
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2014,1000 Head,5496391
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2015,1000 Head,5796225
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2016,1000 Head,5860316
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2017,1000 Head,5842721
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2018,1000 Head,5698494
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2019,1000 Head,5805315
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, chicken",2020,1000 Head,6006415
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2010,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2011,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2012,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2013,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2014,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2015,0.1g/An,13000
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2016,0.1g/An,11887
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2017,0.1g/An,11924
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2018,0.1g/An,12538
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2019,0.1g/An,12759
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, duck",2020,0.1g/An,12871
Crops and livestock products,Brazil,Production,"Meat, duck",2010,tonnes,7670
Crops and livestock products,Brazil,Production,"Meat, duck",2011,tonnes,7800
Crops and livestock products,Brazil,Production,"Meat, duck",2012,tonnes,7930
Crops and livestock products,Brazil,Production,"Meat, duck",2013,tonnes,7930
Crops and livestock products,Brazil,Production,"Meat, duck",2014,tonnes,8020
Crops and livestock products,Brazil,Production,"Meat, duck",2015,tonnes,7614
Crops and livestock products,Brazil,Production,"Meat, duck",2016,tonnes,7049
Crops and livestock products,Brazil,Production,"Meat, duck",2017,tonnes,6878
Crops and livestock products,Brazil,Production,"Meat, duck",2018,tonnes,7065
Crops and livestock products,Brazil,Production,"Meat, duck",2019,tonnes,6987
Crops and livestock products,Brazil,Production,"Meat, duck",2020,tonnes,6908
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2010,1000 Head,5900
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2011,1000 Head,6000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2012,1000 Head,6100
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2013,1000 Head,6100
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2014,1000 Head,6169
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2015,1000 Head,5857
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2016,1000 Head,5930
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2017,1000 Head,5768
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2018,1000 Head,5635
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2019,1000 Head,5476
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, duck",2020,1000 Head,5367
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2010,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2011,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2012,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2013,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2014,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2015,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2016,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2017,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2018,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2019,hg/An,115
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, goat",2020,hg/An,115
Crops and livestock products,Brazil,Production,"Meat, goat",2010,tonnes,28900
Crops and livestock products,Brazil,Production,"Meat, goat",2011,tonnes,29150
Crops and livestock products,Brazil,Production,"Meat, goat",2012,tonnes,29500
Crops and livestock products,Brazil,Production,"Meat, goat",2013,tonnes,29900
Crops and livestock products,Brazil,Production,"Meat, goat",2014,tonnes,30278
Crops and livestock products,Brazil,Production,"Meat, goat",2015,tonnes,31167
Crops and livestock products,Brazil,Production,"Meat, goat",2016,tonnes,30804
Crops and livestock products,Brazil,Production,"Meat, goat",2017,tonnes,32118
Crops and livestock products,Brazil,Production,"Meat, goat",2018,tonnes,34392
Crops and livestock products,Brazil,Production,"Meat, goat",2019,tonnes,36654
Crops and livestock products,Brazil,Production,"Meat, goat",2020,tonnes,38280
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2010,Head,2514000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2011,Head,2534000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2012,Head,2565000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2013,Head,2600000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2014,Head,2631000
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2015,Head,2707220
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2016,Head,2675263
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2017,Head,2789243
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2018,Head,2987495
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2019,Head,3183909
Crops and livestock products,Brazil,Producing Animals/Slaughtered,"Meat, goat",2020,Head,3324958
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2010,hg/An,1300
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2011,hg/An,1298
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2012,hg/An,1299
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2013,hg/An,1299
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2014,hg/An,1302
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2015,hg/An,1306
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2016,hg/An,1309
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2017,hg/An,1306
Crops and livestock products,Brazil,Yield/Carcass Weight,"Meat, horse",2018,hg/An,1305
